Lat	Lon	Area_ha	S	N	min_DBH_cm	Tree_def	Notes	Numerical_ID	Plot_ID	Dataset	Ref_short	Ref_long
1.92	-67.03	0.1	30	81	10	trees and palms	NA	336	IVC-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.53	-58.78	1	72	580	10	trees and palms	NA	337	IWO-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.61	-58.73	1	53	695	10	trees and palms	NA	338	IWO-09	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.62	-58.72	1	64	454	10	trees and palms	NA	339	IWO-11	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.73	-58.72	1	83	471	10	trees and palms	NA	340	IWO-12	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.63	-58.74	1	43	626	10	trees and palms	NA	341	IWO-21	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.62	-58.72	1	70	471	10	trees and palms	NA	342	IWO-22	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.61	-60.21	5	194	3565	10	trees and palms	NA	343	JAC-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.62	-60.2	5	205	3440	10	trees and palms	NA	344	JAC-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-4.67	-66.17	4	431	3118	10	trees and palms	NA	345	JAM-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-1.07	-77.62	1	274	1162	10	trees and palms	NA	346	JAS-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-1.08	-77.61	1	267	909	10	trees and palms	NA	347	JAS-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-1.07	-77.61	1	231	996	10	trees and palms	NA	348	JAS-04	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-1.06	-77.62	1	193	703	10	trees and palms	NA	349	JAS-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-1.06	-77.6	0.1	59	76	10	trees and palms	NA	350	JAS-10	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-1.1	-79.63	0.1	30	64	10	trees and palms	NA	351	JAU-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-1.14	-47.7	1	144	528	10	trees and palms	NA	352	JBU-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-4.91	-73.75	0.1	52	71	10	trees and palms	NA	353	JEN-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-4.88	-73.63	1	254	680	10	trees and palms	NA	354	JEN-11	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-4.9	-73.63	1	134	798	10	trees and palms	NA	355	JEN-12	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-4.92	-73.54	1	192	680	10	trees and palms	NA	356	JEN-13	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-4.84	-73.83	0.5	32	202	10	trees and palms	NA	357	JEN-14	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-4.84	-73.65	0.5	69	283	10	trees and palms	NA	358	JEN-15	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.48	-58.47	0.93	39	472	10	trees and palms	NA	359	JFR-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.55	-58.49	0.525	31	241	10	trees and palms	NA	360	JFR-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.48	-58.52	1.025	45	573	10	trees and palms	NA	361	JFR-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.48	-58.48	1	40	569	10	trees and palms	NA	362	JFR-04	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.48	-58.48	1	38	555	10	trees and palms	NA	363	JFR-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.47	-58.49	1	37	507	10	trees and palms	NA	364	JFR-06	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.48	-58.5	1.025	36	476	10	trees and palms	NA	365	JFR-07	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.47	-58.5	1	34	505	10	trees and palms	NA	366	JFR-08	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.47	-58.51	0.975	32	604	10	trees and palms	NA	367	JFR-09	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-0.89	-52.19	1	133	666	10	trees and palms	NA	368	JRI-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.13	-76.2	1	208	620	10	trees and palms	NA	369	JUY-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.56	-70.11	2	137	1112	10	trees and palms	NA	370	LAS-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.57	-70.09	1	179	650	10	trees and palms	NA	371	LAS-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.53	-70.08	2	280	1334	10	trees and palms	NA	372	LAS-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
9.96	-75.16	0.1	29	54	10	trees and palms	NA	373	LCL-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-14.58	-60.83	1	106	899	10	trees and palms	NA	374	LFB-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-14.58	-60.83	1	91	828	10	trees and palms	NA	375	LFB-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
2.07	-67.08	0.1	38	88	10	trees and palms	NA	376	LJV-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.27	-54.75	1	117	638	10	trees and palms	NA	377	LMS-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.26	-54.74	1	105	494	10	trees and palms	NA	378	LMS-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.27	-54.74	1	117	601	10	trees and palms	NA	379	LMS-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.25	-54.73	1	107	524	10	trees and palms	NA	380	LMS-04	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.25	-54.73	1	24	981	10	trees and palms	NA	381	LMS-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.26	-54.78	1	86	477	10	trees and palms	NA	382	LMS-06	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.27	-54.78	1	85	476	10	trees and palms	NA	383	LMS-07	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.27	-54.75	1	90	489	10	trees and palms	NA	384	LMS-08	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.06	-69.99	1	275	874	10	trees and palms	NA	385	LOR-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.06	-69.99	0.52	168	401	10	trees and palms	NA	386	LOR-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.06	-69.99	0.48	178	413	10	trees and palms	NA	387	LOR-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-14.4	-61.14	1	100	779	10	trees and palms	NA	388	LSL-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-14.4	-61.14	1	97	810	10	trees and palms	NA	389	LSL-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.91	-74.83	0.1	20	96	10	trees and palms	NA	390	LST-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
1.9	-67.03	0.1	24	65	10	trees and palms	NA	391	MAJ-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
1.9	-67.05	0.1	45	105	10	trees and palms	NA	392	MAJ-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
7.55	-76.08	0.1	45	77	10	trees and palms	NA	393	MAS-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.07	-65.89	1	160	548	10	trees and palms	NA	394	MBT-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.05	-65.89	1	152	505	10	trees and palms	NA	395	MBT-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.31	-65.55	1	155	560	10	trees and palms	NA	396	MBT-04	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.03	-65.63	1	204	567	10	trees and palms	NA	397	MBT-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.04	-65.64	1	180	541	10	trees and palms	NA	398	MBT-06	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-9.91	-65.74	1	157	548	10	trees and palms	NA	399	MBT-07	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-9.94	-65.75	1	157	513	10	trees and palms	NA	400	MBT-08	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-1.44	-48.41	2	137	856	10	trees and palms	NA	401	MCB-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-8.57	-72.9	1	205	921	10	trees and palms	NA	402	MIN-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-11.89	-71.41	2.25	261	2100	10	trees and palms	NA	403	MNU-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-11.9	-71.4	2	308	2168	10	trees and palms	NA	404	MNU-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-11.9	-71.4	2	339	1792	10	trees and palms	NA	405	MNU-04	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-11.88	-71.41	2	219	1739	10	trees and palms	NA	406	MNU-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-11.89	-71.4	2.25	216	1707	10	trees and palms	NA	407	MNU-06	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12	-71.24	2	199	1517	10	trees and palms	NA	408	MNU-08	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.04	-71.21	2	183	1800	10	trees and palms	NA	409	MNU-09	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-11.85	-71.31	0.1	55	73	10	trees and palms	NA	410	MNU-10	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-5.73	-49.05	2	153	1199	10	trees and palms	NA	411	MRB-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-5.72	-49.03	2	152	1201	10	trees and palms	NA	412	MRB-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-5.7	-49	2	138	1147	10	trees and palms	NA	413	MRB-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.78	-73.5	1	253	894	10	trees and palms	NA	414	MSH-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.78	-73.5	0.1	60	83	10	trees and palms	NA	415	MSH-10	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.78	-73.5	0.1	45	67	10	trees and palms	NA	416	MSH-11	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.78	-73.5	0.1	39	67	10	trees and palms	NA	417	MSH-12	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-8.88	-72.79	1	171	734	10	trees and palms	NA	418	MTH-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-15.01	-61.13	1	79	567	10	trees and palms	NA	419	MVE-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-14.64	-61.16	1	58	566	10	trees and palms	NA	420	NCR-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-14.71	-61.15	1	65	590	10	trees and palms	NA	421	NCR-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
0.83	-66.18	0.1	26	62	10	trees and palms	NA	422	NEB-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
0.83	-66.18	0.1	24	59	10	trees and palms	NA	423	NEB-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-13.66	-60.82	1	76	919	10	trees and palms	NA	424	NLT-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.78	-54.62	1	90	475	10	trees and palms	NA	425	NMS-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.82	-54.61	0.55	72	256	10	trees and palms	NA	426	NMS-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.82	-54.6	1	105	497	10	trees and palms	NA	427	NMS-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.93	-54.52	1	116	739	10	trees and palms	NA	428	NMS-04	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.93	-54.52	1	117	810	10	trees and palms	NA	429	NMS-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.83	-54.61	1	106	607	10	trees and palms	NA	430	NMS-06	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.65	-66.76	0.1	40	80	10	trees and palms	NA	431	NMU-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.09	-52.67	1	94	658	10	trees and palms	NA	432	NOU-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.09	-52.67	1	186	612	10	trees and palms	NA	433	NOU-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.09	-52.68	1	130	557	10	trees and palms	NA	434	NOU-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.09	-52.68	1	112	596	10	trees and palms	NA	435	NOU-04	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.09	-52.68	1	114	680	10	trees and palms	NA	436	NOU-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.09	-52.68	1	106	642	10	trees and palms	NA	437	NOU-06	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.08	-52.68	1	109	648	10	trees and palms	NA	438	NOU-07	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.08	-52.68	1	87	654	10	trees and palms	NA	439	NOU-08	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.08	-52.68	1	64	669	10	trees and palms	NA	440	NOU-09	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.09	-52.68	1	73	672	10	trees and palms	NA	441	NOU-10	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.08	-52.68	1	202	633	10	trees and palms	NA	442	NOU-11	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.08	-52.68	1	205	635	10	trees and palms	NA	443	NOU-12	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.08	-52.68	1	211	643	10	trees and palms	NA	444	NOU-13	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.08	-52.68	1	201	676	10	trees and palms	NA	445	NOU-14	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.08	-52.68	1	200	621	10	trees and palms	NA	446	NOU-15	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.08	-52.68	1	183	696	10	trees and palms	NA	447	NOU-16	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.08	-52.68	1	194	653	10	trees and palms	NA	448	NOU-17	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.08	-52.68	1	222	665	10	trees and palms	NA	449	NOU-18	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.08	-52.68	1	209	655	10	trees and palms	NA	450	NOU-19	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.08	-52.68	1	188	650	10	trees and palms	NA	451	NOU-20	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.08	-52.68	1	173	625	10	trees and palms	NA	452	NOU-21	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
