Lat	Lon	Area_ha	S	N	min_DBH_cm	Tree_def	Notes	Numerical_ID	Plot_ID	Dataset	Ref_short	Ref_long
14.25361	74.66944	1	64	946	10	trees and lianas	NA	1344	BSP31	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.38194	75.145	1	22	104	10	trees and lianas	NA	1345	BSP33	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.28333	75.11806	1	28	244	10	trees and lianas	NA	1346	BSP34	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.28389	75.13583	1	40	351	10	trees and lianas	NA	1347	BSP35	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.28194	75.11694	1	77	738	10	trees and lianas	NA	1348	BSP36	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.46222	75.07361	1	65	992	10	trees and lianas	NA	1349	BSP37	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.425	74.87222	1	37	970	10	trees and lianas	NA	1350	BSP4	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.37833	75.06806	1	72	1162	10	trees and lianas	NA	1351	BSP41	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.35417	75.10139	1	59	739	10	trees and lianas	NA	1352	BSP42	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.28722	75.08611	1	69	423	10	trees and lianas	NA	1353	BSP43	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.31333	75.20222	1	25	348	10	trees and lianas	NA	1354	BSP44	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.28	75.09417	1	37	497	10	trees and lianas	NA	1355	BSP45	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.40694	75.30222	1	39	263	10	trees and lianas	NA	1356	BSP46	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.44583	75.30806	1	38	237	10	trees and lianas	NA	1357	BSP47	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.34861	75.17222	1	32	190	10	trees and lianas	NA	1358	BSP48	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.40056	75.15139	1	30	415	10	trees and lianas	NA	1359	BSP49	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.38889	75.02778	1	74	930	10	trees and lianas	NA	1360	BSP5	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.33083	75.20583	1	25	491	10	trees and lianas	NA	1361	BSP50	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.32694	75.19667	1	23	512	10	trees and lianas	NA	1362	BSP51	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.19444	75.06167	1	30	125	10	trees and lianas	NA	1363	BSP52	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.15944	75.06444	1	45	319	10	trees and lianas	NA	1364	BSP53	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.07639	75.26667	1	26	434	10	trees and lianas	NA	1365	BSP54	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.0875	75.28639	1	30	300	10	trees and lianas	NA	1366	BSP55	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.32278	75.2875	1	14	130	10	trees and lianas	NA	1367	BSP56	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.065	75.02083	1	51	547	10	trees and lianas	NA	1368	BSP57	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.02167	75.18861	1	37	520	10	trees and lianas	NA	1369	BSP58	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
13.86333	75.39111	1	63	371	10	trees and lianas	NA	1370	BSP59	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.43056	74.79444	1	83	1163	10	trees and lianas	NA	1371	BSP6	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.21028	75.40361	1	36	539	10	trees and lianas	NA	1372	BSP60	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.00111	75.58	1	25	240	10	trees and lianas	NA	1373	BSP61	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.18889	75.42167	1	48	767	10	trees and lianas	NA	1374	BSP62	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.06667	75.54389	1	32	433	10	trees and lianas	NA	1375	BSP63	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.08278	75.2025	1	34	627	10	trees and lianas	NA	1376	BSP64	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
13.25222	75.16	1	50	1577	10	trees and lianas	NA	1377	BSP65	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
13.25	75.1625	1	34	683	10	trees and lianas	NA	1378	BSP66	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
13.23278	75.17917	1	57	968	10	trees and lianas	NA	1379	BSP67	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
13.22833	75.18	1	32	229	10	trees and lianas	NA	1380	BSP68	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
13.53611	75.09944	1	85	1194	10	trees and lianas	NA	1381	BSP69	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.94861	74.70972	1	14	201	10	trees and lianas	NA	1382	BSP7	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
13.41806	75.22361	1	64	1040	10	trees and lianas	NA	1383	BSP70	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
13.50583	75.10778	1	84	708	10	trees and lianas	NA	1384	BSP71	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
13.50278	75.21667	1	80	866	10	trees and lianas	NA	1385	BSP72	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
13.52361	75.07389	1	72	1894	10	trees and lianas	NA	1386	BSP73	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
13.50361	75.01556	1	57	1378	10	trees and lianas	NA	1387	BSP74	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
13.71556	74.99861	1	46	428	10	trees and lianas	NA	1388	BSP75	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
13.72917	75.03278	1	61	273	10	trees and lianas	NA	1389	BSP76	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.23	74.84361	1	59	510	10	trees and lianas	NA	1390	BSP78	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.25278	74.7875	1	93	1404	10	trees and lianas	NA	1391	BSP79	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.94583	74.70417	1	27	341	10	trees and lianas	NA	1392	BSP8	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.27	74.75694	1	73	1371	10	trees and lianas	NA	1393	BSP80	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.255	74.76889	1	64	930	10	trees and lianas	NA	1394	BSP82	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.275	74.73278	1	62	1277	10	trees and lianas	NA	1395	BSP83	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.25083	74.66556	1	81	1180	10	trees and lianas	NA	1396	BSP84	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
15.02611	74.77833	1	35	476	10	trees and lianas	NA	1397	BSP85	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.89306	74.78278	1	27	610	10	trees and lianas	NA	1398	BSP86	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.81056	75.01833	1	27	512	10	trees and lianas	NA	1399	BSP87	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.52167	74.55694	1	58	1136	10	trees and lianas	NA	1400	BSP88	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.94667	74.36444	1	53	1100	10	trees and lianas	NA	1401	BSP89	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.97361	74.70417	1	39	501	10	trees and lianas	NA	1402	BSP9	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
15.12056	74.31389	1	44	957	10	trees and lianas	NA	1403	BSP90	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
15.24278	74.29111	1	44	1085	10	trees and lianas	NA	1404	BSP91	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.56417	74.56222	1	54	534	10	trees and lianas	NA	1405	BSP92	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.78889	74.14583	1	39	203	10	trees and lianas	NA	1406	BSP93	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.27694	74.73833	1	68	578	10	trees and lianas	NA	1407	BSP94	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
13.73889	75.48667	1	23	971	10	trees and lianas	NA	1408	BSP95	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
13.97417	75.10194	1	34	462	10	trees and lianas	NA	1409	BSP96	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
13.43722	75.64889	1	33	232	10	trees and lianas	NA	1410	BSP97	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.22167	74.76111	1	80	750	10	trees and lianas	NA	1411	BSP98	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
14.04333	74.71167	1	72	1022	10	trees and lianas	NA	1412	BSP99	Western_Ghats	Ramesh et al. 2010	Ramesh et al. (2010) Forest stand structure and composition in 96 sites along environmental gradients in the central Western Ghats of India. Ecology 91: 3118.
1.4368	28.5826	40	278	15914	10	trees and shrubs	NA	1413	Ituri	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
5.0738	8.8547	50	307	24591	10	trees and shrubs	NA	1414	Korup	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
-2.2228	9.917	25	NA	NA	10	trees and shrubs	NA	1415	Rabi	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
1.3539	103.7783	2	160	843	10	trees and shrubs	NA	1416	BukitTimah	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
2.982	102.313	50	678	26554	10	trees and shrubs	NA	1417	Pasoh	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
4.1865	114.017	52	1008	32662	10	trees and shrubs	NA	1418	Lambir	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
18.5248	98.4965	15	112	7785	10	trees and shrubs	NA	1419	DoiInthanon	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
15.6324	99.217	50	217	21892	10	trees and shrubs	NA	1420	HuaiKhaKhaeng	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
7.54347	99.798	24	441	12003	10	trees and shrubs	NA	1421	KhaoChong	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
17.04	122.39	16	262	8593	10	trees and shrubs	NA	1422	Palanan	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
6.4023	80.4023	25	167	16937	10	trees and shrubs	NA	1423	Sinharaja	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
11.5989	76.5338	50	63	14922	10	trees and shrubs	NA	1424	Mudumalai	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
22.059	120.854	5.88	90	5932	10	trees and shrubs	NA	1425	Nanjenshan	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
-5.25	145.267	30	365	15962	10	trees and shrubs	NA	1426	Wanang	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
21.61	101.57	20	339	12331	10	trees and shrubs	NA	1427	Xishuangbanna	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
18.73	108.9	60	236	54731	10	trees and shrubs	NA	1428	Jianfengling	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
42.38	128.08	25	34	10527	10	trees and shrubs	NA	1429	Changbaishan	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
29.25	118.12	24	109	18253	10	trees and shrubs	NA	1430	Gutianshan	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
27.74	119.23	5	99	5825	10	trees and shrubs	NA	1431	Baishanzu	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
23.16	112.51	20	131	11920	10	trees and shrubs	NA	1432	Dinghushan	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
23.45	111.89	50	148	37968	10	trees and shrubs	NA	1433	Heishiding	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
47.18	128.89	9	31	3968	10	trees and shrubs	NA	1434	Liangshui	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
29.81	121.78	20	107	14607	10	trees and shrubs	NA	1435	Tiantong	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
29.77	110.09	25	186	25763	10	trees and shrubs	NA	1436	Badagongshan	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
39.96	115.43	20	39	12742	10	trees and shrubs	NA	1437	Donlingshan	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
24.76	121.56	25	77	19270	10	trees and shrubs	NA	1438	Fushan	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
23.91	120.88	25	101	16513	10	trees and shrubs	NA	1439	Lienhuachih	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
21.97	120.8	10	71	9065	10	trees and shrubs	NA	1440	Kenting	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
24.08	121.13	3	54	6244	10	trees and shrubs	NA	1441	MtPeitungyen	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
51.77	-1.34	18	NA	NA	10	trees and shrubs	NA	1442	WythamWoods	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
48.67	14.71	25	7	6070	10	trees and shrubs	NA	1443	Zofin	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
52.25	5.7	27	11	5275	10	trees and shrubs	NA	1444	Speulderbos	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
9.15	-79.85	50	238	20881	10	trees and shrubs	NA	1445	BCI	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
1.16	-77.99	25	179	14650	10	trees and shrubs	NA	1446	LaPlanada	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
18.33	-65.82	16	86	13988	10	trees and shrubs	NA	1447	Luquillo	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
-0.69	-76.4	50	821	17546	10	trees and shrubs	NA	1448	Yasuni	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
9.281	-79.9747	6	130	3493	10	trees and shrubs	NA	1449	Sherman	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
8.98	-79.59	4	97	1084	10	trees and shrubs	NA	1450	Cocoli	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
-25.1	-47.96	10.24	103	6229	10	trees and shrubs	NA	1451	IlhadoCardoso	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
38.89	-76.56	16	NA	NA	10	trees and shrubs	NA	1452	SERC	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
38.89	-78.15	25.6	49	8536	10	trees and shrubs	NA	1453	SCBI	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
45.29	-78.64	13.53	15	7658	10	trees and shrubs	NA	1454	Haliburton	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
45.55	-88.8	25.6	22	14081	10	trees and shrubs	NA	1455	Wabikon	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
37.76	-119.82	25.6	8	13516	10	trees and shrubs	NA	1456	Yosemite	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
45.82	-121.95	25.6	11	8327	10	trees and shrubs	NA	1457	WindRiver	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
37.01	-122.08	6	18	2337	10	trees and shrubs	NA	1458	SantaCruz	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
39.23	-86.22	25	26	8246	10	trees and shrubs	NA	1459	LillyDickeyWoods	CTFS	Ricklefs and He 2015	Ricklefs & He (2015) Region effects influence local tree species diversity. PNAS 113: 674-679.
5.86	117.93	1	115	416	10	all stems	NA	1460	Sep-01	Sullivan_tropics	Sullivan et al. 2017	Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102.
5.85	117.93	1	130	686	10	all stems	NA	1461	Sep-02	Sullivan_tropics	Sullivan et al. 2017	Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102.
5.86	117.96	1	74	823	10	all stems	NA	1462	Sep-03	Sullivan_tropics	Sullivan et al. 2017	Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102.
5.85	117.93	1	167	583	10	all stems	NA	1463	Sep-27	Sullivan_tropics	Sullivan et al. 2017	Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102.
-3.72	-70.31	1	265	625	10	all stems	NA	1464	AGP-01	Sullivan_tropics	Sullivan et al. 2017	Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102.
-3.72	-70.3	1	252	584	10	all stems	NA	1465	AGP-02	Sullivan_tropics	Sullivan et al. 2017	Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102.
-9.6	-55.94	1	132	484	10	all stems	NA	1466	ALF-01	Sullivan_tropics	Sullivan et al. 2017	Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102.
-9.58	-55.92	1	110	564	10	all stems	NA	1467	ALF-02	Sullivan_tropics	Sullivan et al. 2017	Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102.
-3.95	-73.43	1	264	612	10	all stems	NA	1468	ALP-01	Sullivan_tropics	Sullivan et al. 2017	Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102.
-3.95	-73.43	1	100	504	10	all stems	NA	1469	ALP-30	Sullivan_tropics	Sullivan et al. 2017	Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102.
-3.94	-73.44	1	45	1207	10	all stems	NA	1470	ALP-40	Sullivan_tropics	Sullivan et al. 2017	Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102.
5.58	-77.5	1	111	453	10	all stems	NA	1471	AMA-02	Sullivan_tropics	Sullivan et al. 2017	Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102.
-1.83	-46.75	1	138	536	10	all stems	NA	1472	AMD-01	Sullivan_tropics	Sullivan et al. 2017	Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102.
-1.83	-46.75	1	121	453	10	all stems	NA	1473	AMD-02	Sullivan_tropics	Sullivan et al. 2017	Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102.
4.66	114.52	1	256	606	10	all stems	NA	1474	AND-01	Sullivan_tropics	Sullivan et al. 2017	Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102.
