"Dataset","Loc_ID","Lat","Lon","Area_km","S","N","min_DBH_cm","GPP","ET","ANN_T","WARM_T","ISO_T","MIN_P","P_SEAS","ALT_DIF","ISLAND","HABITAT","REALM","REALM_PK","DAT_TYPE"
"CoelhodeSouza_Amazon","CAX-08",-1.85,-51.47,0.01,90,632,10,23880,11332.5830078125,26.7,27.2,86,188,54,30,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CBC-01",2.35,-66.55,0.001,33,86,10,24653,10754.4169921875,26.6,27,90,526,32,21,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CBO-10",1.95,-66.98,0.001,31,79,10,24385,11040,26.2,26.6,92,620,24,28,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CBP-01",-12.39,-69.31,0.001,36,60,10,33435,13276.9169921875,25,26,72,194,53,20,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CBP-02",-12.4,-69.33,0.001,41,62,10,33685,13416.1669921875,25.2,26.1,72,196,53,55,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CBP-03",-12.42,-69.28,0.001,34,60,10,34037,13402.1669921875,25.1,26,72,191,54,47,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CBP-04",-12.41,-69.32,0.001,44,57,10,33653,13125.6669921875,25.1,26.1,72,196,53,64,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CBP-06",-12.43,-69.28,0.001,26,62,10,34152,13488.8330078125,25.4,26.4,73,189,54,66,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CBP-07",-12.42,-69.33,0.001,30,46,10,33946,13558.5,25.3,26.2,72,196,53,37,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CBP-08",-12.43,-69.29,0.001,38,65,10,33624,13248.25,25.4,26.3,72,191,53,75,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CDK-01",2.92,-66.63,0.001,37,109,10,24159,10262.9169921875,26.7,27.3,87,424,40,25,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CDM-01",-10.33,-75.3,0.01,124,520,10,35413,12172.1669921875,23.6,24,83,278,45,258,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CDM-02",-10.24,-75.21,0.001,30,50,10,37090,13594.0830078125,25,25.3,82,300,43,44,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CDT-01",2.8,-65.95,0.001,37,109,10,25091,11154,26.8,27.2,88,458,37,32,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CHO-01",-14.39,-61.15,0.01,118,810,10,26589,14211.8330078125,24.1,25.1,70,63,69,21,0,"Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CJC-04",-12.67,-69.11,0.001,31,52,10,34513,13939.9169921875,25.4,26.4,73,187,54,35,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CJC-05",-12.66,-69.08,0.001,25,69,10,33936,13513.25,25.4,26.4,73,184,55,32,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CJC-06",-12.64,-69.1,0.001,42,103,10,34055,13499,25.4,26.3,73,182,55,13,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CJC-07",-12.68,-69.11,0.001,40,98,10,34057,13649.0830078125,25.4,26.4,73,187,55,28,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CJC-08",-12.69,-69.12,0.001,33,90,10,33391,13409.5830078125,25.3,26.3,73,189,55,16,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CJC-09",-12.68,-69.18,0.001,48,71,10,33881,13323.9169921875,25.5,26.4,74,192,54,22,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CLO-01",9.53,-75.35,0.001,33,60,10,18678,16506.583984375,26.4,27,76,80,55,159,0,"Deserts and Xeric Shrublands","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CLS-01",-12.6,-69.02,0.001,37,62,10,33680,13466.0830078125,25.4,26.4,73,177,55,24,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CLS-02",-12.6,-69.01,0.001,39,74,10,33993,13736.6669921875,25.4,26.4,72,175,55,22,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CLS-03",-12.61,-69.02,0.001,31,54,10,33377,13385.4169921875,25.4,26.4,73,177,55,29,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CLT-01",-12.82,-69.35,0.001,44,62,10,33685,13505.5,25.3,26.3,74,245,52,40,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CLT-02",-12.8,-69.34,0.001,46,68,10,34313,14077.1669921875,25.3,26.2,73,242,52,37,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CLT-06",-12.88,-69.28,0.001,46,66,10,34152,14072.3330078125,25.2,26.2,74,244,52,52,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CLT-07",-12.85,-69.29,0.001,38,55,10,34422,14010.3330078125,25.3,26.3,74,240,52,31,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CLT-09",-12.82,-69.3,0.001,39,68,10,33558,13542.25,25.4,26.3,73,236,52,35,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CLV-01",-12.4,-68.82,0.001,51,75,10,33211,13368.9169921875,25.5,26.4,71,157,55,19,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CLV-02",-12.39,-68.79,0.001,51,67,10,33002,13368.5,25.5,26.5,71,156,56,36,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CLV-03",-12.41,-68.86,0.001,42,77,10,33220,13195.3330078125,25.3,26.3,71,160,55,27,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CLV-04",-12.36,-68.8,0.001,43,80,10,33493,13487.25,25.4,26.4,71,155,55,48,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CLV-05",-12.43,-68.8,0.001,37,64,10,33623,13675.75,25.6,26.5,71,157,56,22,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CLV-06",-12.46,-68.81,0.001,30,60,10,30739,11300,25.6,26.6,71,160,55,38,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CLV-07",-12.47,-68.8,0.001,37,57,10,32602,12986.3330078125,25.5,26.5,72,160,56,17,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CLV-08",-12.45,-68.81,0.001,37,63,10,30413,11054.4169921875,25.5,26.5,72,160,55,36,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CNG-01",0.83,-66.17,0.01,91,535,10,24988,11403.75,26.7,26.9,90,655,19,83,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CNS-01",-12.56,-68.71,0.001,33,70,10,32841,13601.3330078125,25.5,26.5,72,164,55,20,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CNS-02",-12.56,-68.7,0.001,42,71,10,33286,13694.0830078125,25.6,26.5,71,162,55,37,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CNS-03",-12.56,-68.72,0.001,36,59,10,33258,13705.6669921875,25.5,26.5,71,164,55,21,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CNS-04",-12.59,-68.73,0.001,33,80,10,33523,13721,25.5,26.5,72,165,55,18,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CNS-05",-12.6,-68.72,0.001,36,61,10,33480,13394.5,25.6,26.5,72,166,55,26,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CNS-06",-12.61,-68.73,0.001,44,58,10,33547,13694.5,25.5,26.5,72,167,55,33,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CNS-07",-12.6,-68.75,0.001,37,59,10,33762,13701.4169921875,25.5,26.5,71,167,55,22,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CNS-08",-12.59,-68.71,0.001,37,67,10,33648,13800.25,25.6,26.5,72,165,55,35,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CNS-09",-12.63,-68.75,0.001,41,90,10,33921,13891.0830078125,25.5,26.5,72,169,55,25,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CNS-10",-12.65,-68.74,0.001,34,57,10,33778,13862.0830078125,25.5,26.5,72,170,55,26,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CNT-01",-12.5,-69.42,0.001,38,54,10,33957,13513.4169921875,25,25.9,73,222,52,34,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CNT-02",-12.49,-69.41,0.001,39,60,10,33422,13228.25,25.3,26.2,73,217,52,75,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CNT-04",-12.54,-69.39,0.001,27,44,10,32285,12101.5830078125,25.4,26.3,73,215,52,42,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CNT-05",-12.5,-69.37,0.001,38,63,10,33274,13051.8330078125,25.3,26.2,73,209,53,36,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CNT-06",-12.48,-69.39,0.001,41,68,10,33558,12877.9169921875,25.4,26.3,72,211,52,80,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CNT-07",-12.53,-69.48,0.001,39,53,10,33633,13140.75,25,25.9,73,237,51,31,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","COL-01",2.1,-67.1,0.001,34,126,10,22804,10280.75,26.3,26.6,92,597,27,33,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CON-01",-4.12,-72.92,0.001,43,57,10,26456,11768.5830078125,26.2,26.7,83,490,22,16,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CON-02",-4.12,-72.93,0.001,45,60,10,27392,12097.5,26.3,26.7,84,490,22,27,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CON-11",-4.25,-72.75,0.001,52,79,10,26340,11504.5,26,26.5,84,466,23,19,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CON-12",-4.16,-72.96,0.001,55,79,10,27703,12375,26.3,26.8,83,483,22,29,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CON-13",-4.15,-72.96,0.001,36,63,10,27664,12383.0830078125,26.3,26.8,84,486,22,30,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CPA-01",-12.47,-69.21,0.001,33,55,10,33911,13447.5830078125,25.2,26.1,72,184,54,66,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CPA-02",-12.48,-69.2,0.001,40,62,10,34000,13654.3330078125,25.4,26.3,72,181,54,26,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CPA-03",-12.47,-69.23,0.001,34,58,10,33760,13258.0830078125,25.3,26.2,73,185,54,47,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CPA-04",-12.48,-69.21,0.001,41,73,10,34019,13520.9169921875,25.4,26.3,72,182,54,66,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CPA-05",-12.45,-69.2,0.001,50,69,10,33206,12783.5830078125,25.2,26.1,72,181,54,23,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CPA-06",-12.46,-69.2,0.001,37,49,10,33908,13624.75,25.2,26.1,72,181,54,62,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CPA-07",-12.48,-69.22,0.001,43,66,10,33881,13515.8330078125,25.3,26.2,73,184,54,55,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CPA-08",-12.5,-69.22,0.001,29,49,10,26802,8760.9169921875,25.5,26.4,73,185,54,35,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CPP-01",-1.84,-47.1,0.01,132,497,10,14906,7781.75,26.3,26.8,83,151,63,29,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CPR-01",-12.51,-68.75,0.001,30,66,10,33169,13406.25,25.5,26.5,71,160,56,19,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CPR-02",-12.52,-68.73,0.001,40,66,10,33238,13385.4169921875,25.5,26.5,71,160,56,16,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CPR-03",-12.5,-68.78,0.001,38,75,10,31974,12272.8330078125,25.6,26.6,72,162,55,16,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CPR-04",-12.5,-68.75,0.001,30,61,10,33314,13719,25.5,26.5,71,160,55,24,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CPR-05",-12.55,-68.77,0.001,25,172,10,33720,13859.25,25.5,26.5,71,164,55,15,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CPR-06",-12.49,-68.76,0.001,27,64,10,33124,13565.25,25.6,26.5,71,160,55,42,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CPR-08",-12.52,-68.75,0.001,35,84,10,33336,13544.9169921875,25.5,26.5,71,163,55,19,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CPR-09",-12.53,-68.76,0.001,29,65,10,32887,13508.5,25.5,26.5,71,163,55,22,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CPR-10",-12.53,-68.72,0.001,36,126,10,33406,13536.3330078125,25.5,26.5,71,162,55,14,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CPR-11",-12.48,-68.76,0.001,22,73,10,33576,13915.75,25.6,26.5,71,159,55,25,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CPZ-01",2.03,-67.07,0.001,31,77,10,23621,10812.5,26.3,26.6,92,613,25,40,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CRP-01",-14.54,-61.5,0.01,69,768,10,26464,13742.1669921875,24,25.1,70,65,68,185,0,"Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CRZ-01",8.83,-71.86,0.01,21,563,10,27564,17673.75,28.8,29.2,83,222,31,8,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CSM-01",2.58,-67.12,0.01,61,496,10,23198,10370.5,26.5,27,89,431,38,13,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CUZ-01",-12.54,-69.06,0.01,185,912,10,33680,13377.25,25.5,26.4,72,174,55,22,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CUZ-03",-12.53,-69.05,0.01,168,752,10,33908,13703.8330078125,25.5,26.4,72,172,55,30,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CUZ-04",-12.54,-69.05,0.01,211,971,10,15234,4605.16650390625,25.5,26.5,72,173,55,34,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","CUZ-10",-12.58,-69.15,0.001,41,84,10,33682,13658.5830078125,25.5,26.4,73,180,55,26,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","DOI-01",-10.57,-68.32,0.01,208,669,10,27737,13166.5,26,26.7,71,117,57,19,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","DOI-02",-10.55,-68.31,0.01,145,514,10,27524,13229.3330078125,25.9,26.6,72,116,57,33,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","DUR-01",0.25,-76.75,4e-04,32,37,10,29377,12238,24.8,25.4,87,665,18,36,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","EBB-01",-14.78,-66.34,0.01,45,611,10,33587,13928.0830078125,25.2,26.6,64,174,54,15,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","EBB-02",-14.77,-66.35,0.01,57,618,10,33437,13632.4169921875,25.2,26.6,65,174,54,10,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","EBB-03",-14.84,-66.34,0.01,53,522,10,12840,7530.83349609375,25.2,26.7,63,177,54,12,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","EBB-05",-14.76,-66.34,0.01,34,467,10,33225,13659.5,25.2,26.6,64,174,54,16,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","EBB-07",-14.86,-66.32,0.01,57,588,10,18493,7987.58349609375,25.2,26.7,64,178,54,11,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","EBB-08",-14.85,-66.34,0.01,54,398,10,18238,7624.75,25.2,26.7,64,177,54,13,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","EBB-09",-14.73,-66.32,0.01,36,562,10,32889,13341.4169921875,25.2,26.6,64,172,54,18,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","EBB-10",-14.89,-66.59,0.01,43,674,10,34157,14777.75,25.2,26.5,63,180,53,23,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","EBB-11",-14.85,-66.36,0.01,16,602,10,17352,3020.16674804688,25.2,26.7,64,178,54,8,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","EBB-12",-14.64,-66.06,0.01,32,504,10,33053,13028.1669921875,25.1,26.6,65,164,56,17,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","EBB-13",-14.74,-66.27,0.01,38,448,10,33644,13746.5,25.2,26.6,64,172,55,22,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","EBB-14",-14.74,-66.56,0.01,46,488,10,34158,14578.25,25.3,26.7,65,180,53,26,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","ELD-01",6.11,-61.41,0.0025,46,163,10,28577,12836,26.4,26.8,85,397,37,109,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","ELD-03",6.09,-61.4,0.0025,64,248,10,28017,12471.8330078125,24.8,25.2,84,283,39,179,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","ELD-04",6.09,-61.35,0.0025,59,252,10,28869,13017.6669921875,24.9,25.3,84,290,38,95,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","EMC-01",8.01,-70.55,0.01,24,278,10,12890,8047,27.7,28.1,75,50,66,23,0,"Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","ENT-01",-14.63,-60.7,0.001,37,65,10,24978,13521.4169921875,22.3,23.4,70,66,67,329,0,"Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","FEC-01",-10.07,-67.62,0.01,163,657,10,26561,13373.6669921875,25.9,26.6,74,118,56,48,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","FLO-01",-12.81,-51.85,0.01,85,684,10,24200,12209.75,25.5,26.2,71,16,79,26,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","FLO-02",-12.76,-51.88,0.01,63,562,10,24631,12650.3330078125,25.6,26.4,71,16,78,37,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","FMH-01",5.17,-58.69,0.01,58,494,10,24024,11685.25,26.5,27.2,79,360,41,48,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","FMH-03",5.18,-58.7,0.01,57,661,10,24048,11656.0830078125,26.4,27.1,80,363,41,34,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","FOB-01",-13.57,-61.02,0.01,25,387,10,26495,14059.4169921875,23.8,24.6,71,61,71,29,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","GAB-01",1.7,-66.98,0.001,36,70,10,23815,10926.6669921875,26.3,26.7,91,623,24,31,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","GAL-01",5.8,-67.33,0.001,50,115,10,25926,9636.1669921875,27.7,29.2,74,131,66,125,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","GMT-01",-1.11,-47.8,0.01,149,544,10,23029,12256.4169921875,26.6,27.1,84,147,69,37,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CoelhodeSouza_Amazon","HEA-01",-12.83,-68.83,0.001,40,65,10,33186,13069,25.5,26.5,72,189,54,32,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
