"Lon","Lat"
11.2500000012043,79.1899781207881
11.2500000006668,64.3241704065009
11.2500000006595,63.560553589047
11.2500000006531,62.7992348425048
11.2500000006474,62.0402681757324
11.2500000006425,61.2837064547478
11.2500000006382,60.529601388567
11.2500000006345,59.7780035163069
11.2500000006314,59.0289621955446
-167.062771016741,60.1765794690601
-166.774315806789,65.4691730943132
9.41477903869974,63.1855050445869
9.45551248735553,62.4293014768666
9.49361949415889,61.675707716308
9.52930980070613,60.9247816074399
9.56277101657036,60.1765794716539
9.59417145329269,59.4311561116137
-165.330572139954,60.552868377374
-165.262374633334,61.2969456363374
-165.189564765748,62.0439508045293
-164.843597841166,65.059914023032
-164.740780908928,65.8205356183686
-164.381934575124,68.1170849406972
-164.242395176693,68.8872179486451
7.61174968574649,62.7938187755261
7.68956476541438,62.0439508070157
7.76237463301388,61.2969456388394
7.83057213984086,60.552868377696
8.17894815950099,59.633625041496
-163.856347445617,60.7329282007296
-163.449259561259,61.6455076352999
-163.338094321455,62.3877834383124
-162.955247833576,64.6325323524382
-162.808592015898,65.3864744850292
-162.480946046932,66.9023485248416
-162.297556812927,67.664081231288
-162.099232516228,68.4282025836255
-161.884287029141,69.194598483404
-161.650769659817,69.9631476337758
5.8380943209694,62.3877834407198
5.94925956109892,61.6455076356212
6.35634745091974,60.7329281999275
6.74192893855087,59.82156206901
-162.784056790423,59.9944901458335
-162.360449220058,60.8977183374935
-161.913431886545,61.8016369571239
-161.439610516879,62.7065967660746
-161.27845526613,63.4464686930547
-160.920299989653,64.9354238265788
-160.721023454359,65.6842937190351
-160.275212910313,67.1902358449921
-160.025352818972,67.947052437043
-159.754899777326,68.706247428094
-159.461513551899,69.4676688258274
-159.142485736128,70.2311522892396
4.86044922539326,60.8977183367623
-161.746359266447,59.257043880784
-161.30639594029,60.1519474454152
-160.844045942307,61.0467541014991
-160.356368381158,61.9417211637764
-159.839879135864,62.837132219186
-159.290414241751,63.733301137023
-159.071329715213,64.4699911820542
-158.835992738021,65.2097822564642
-158.582846824231,65.9525375235871
-158.31012939009,66.6981102756504
-158.015836909426,67.4463427217419
-157.697682840038,68.1970645177216
-157.353046533049,68.9500909717023
-156.978910821464,69.7052208389875
-156.571785298227,70.462233593844
-156.12761137451,71.2208860295732
-17.208099491344,81.7443552144307
-160.287608081099,59.4068321110193
-159.810131143136,60.2934903942308
-159.308438308676,61.1795708412082
-158.779499675791,62.0652734759643
-158.219748793428,62.9508159819232
-157.62495231348,63.8364360684426
-156.990039326376,64.7223937569218
-156.704128677739,65.4549158952121
-156.396354555233,66.1904450757124
-156.064550253392,66.9287973862052
-155.706254127424,67.6697731400883
-155.318658609767,68.4131546750592
-154.898548493853,69.1587036715032
-154.44222581866,69.9061578649083
-153.945417926288,70.6552269887056
-30.5746985529576,82.9497737617833
-26.5968519280265,82.3265097697321
-23.2398638142853,81.6722728551776
-20.3894711617625,80.9942312374862
-17.9522754097012,80.2978112518781
-159.238597053263,58.6635943444029
-158.812036857151,59.5405974991017
-158.296565454728,60.4186967213302
-157.755056283941,61.2957273074512
-157.184397708728,62.1718328495166
-156.580950379632,63.047166420429
-155.940423743886,63.9218914428092
-155.257715476616,64.7961821695211
-154.526700145936,65.6702233823834
-154.164110916659,66.3973477518884
-153.772970034753,67.1272675478319
-153.35036089007,67.8597333265122
-152.892961238305,68.5944711252434
-152.396972210346,69.3311787344002
-151.858032387524,70.069521141842
-37.2008173330042,82.678044853517
-32.8454193756386,82.1145161312778
-29.1005337561614,81.5117615885325
-25.8748680118706,80.8779935458522
-23.0864334244334,80.219701574832
-20.6648306298447,79.5419959088439
-158.996583330675,56.1318740357532
-158.63560204908,57.0255186991624
-157.796265684316,58.7879309768775
-157.320940244582,59.6579581115083
-156.767116296323,60.5271684945061
-156.185454202058,61.3948089907879
-155.57276962253,62.2609676488644
-154.925361662575,63.1257342736002
-154.238896799607,63.9891999502366
-153.508259097493,64.8514559227919
-152.727354572343,65.7125913929376
-151.888852368181,66.5726895088819
-151.438844829614,67.2929044700816
-150.952409573775,68.0155525498968
-150.425730458884,68.7402947855198
-149.854453651992,69.4667551980818
-149.23359368833,70.1945148353067
-43.2785507952244,82.3177338334402
-38.7002289453171,81.8159511691915
-34.6853833905517,81.2679675497162
-31.1718782524672,80.6823869314384
-28.0959985133777,80.0663420196258
-25.3979341550068,79.4256660295449
-23.0242282600954,78.7651014085977
-157.273125867581,57.1483531508261
-156.825477312363,58.0262893190576
-156.339368227245,58.8961654415453
-155.815713415313,59.7585569074557
-155.223309789377,60.6185350907529
-154.601303857141,61.476431374355
-153.946449336781,62.3322792104327
-153.254997001741,63.186106558055
-152.522586546839,64.0379342198355
-151.744108186772,64.8877733275904
-150.913523400191,65.7356215199191
-150.023629780382,66.5814570708164
-149.06574831016,67.4252297648688
-148.516859975434,68.1367041741717
-147.922406564041,68.8500603520951
-147.277525398607,69.5648394779833
-72.1400621332755,82.9407088146819
-65.7076405416652,82.7994280925421
-53.9343301101244,82.2607344450953
-48.7582927278391,81.8808162838341
-44.0914836323835,81.4400897723082
-39.9192790207657,80.9478551977932
-36.2081313098479,80.4125120085917
-32.9151075571075,79.841380966896
-29.9944986241968,79.2406991213209
-27.4018502223193,78.6157083175183
-25.0961046528297,77.9707827243594
-23.0405111062995,77.3095632728635
-155.402291600851,58.1261267449899
-154.869242850928,58.9879536813672
-154.297845896898,59.842064361065
-153.666773342236,60.69245605214
-153.004385584344,61.5402430444361
-152.307386809852,62.3854052298625
-151.571994412204,63.2279102545349
-150.793839257174,64.067710828658
-149.967839167515,64.9047410314856
