"ptID","Lon","Lat","A","TREE_DENS","GPP","ET","ANN_T","WARM_T","ISO_T","MIN_P","P_SEAS","ALT_DIF","ISLAND"
"pt2546",-76.4219668087191,39.792636527122,0.657660186290741,26223,11840,5633.91650390625,11.3,22.3,31,228,12,91,0
"pt2547",-75.2714873254758,39.5762282442583,0.659719049930573,3384,12137,5537.25,12.3,23.3,31,249,10,26,0
"pt2548",-112.412794223672,26.999620610598,0.762174427509308,39074,7180,3157,18.7,24.7,57,2,95,390,0
"pt2549",-110.886210986048,27.8817108944384,0.756129920482635,2337,5299,1581.16662597656,24.4,30.6,48,5,110,224,0
"pt2550",-110.119014599303,28.3194109932873,0.753040254116058,87234,6033,5338.5,23.4,29.4,53,18,109,123,0
"pt2551",-109.349434101956,28.7545963983876,0.749965369701385,23016,6838,5359.91650390625,20,25.8,54,37,97,230,0
"pt2552",-108.577639058187,29.1870603038439,0.746847629547119,155521,5820,3881,17.8,24.7,52,38,95,328,0
"pt2553",-107.803803066662,29.6166017897956,0.743748426437378,19650,4074,2585,12.4,19.9,52,32,92,35,0
"pt2554",-107.028103594037,30.0430262387607,0.74054628610611,0,2441,2167.5,16.8,24.7,51,18,98,23,0
"pt2555",-106.250721791452,30.4661457268836,0.737427353858948,0,2715,2369.33325195312,15.6,24,50,20,89,100,0
"pt2556",-105.471842294108,30.8857793883972,0.734205842018127,0,2236,2435,17,26.4,47,15,87,45,0
"pt2557",-104.691653004163,31.3017537517948,0.731008291244507,0,2441,2329.25,17.1,26.4,46,18,71,19,0
"pt2558",-103.910344857292,31.7139030464017,0.727837145328522,439,2756,2405.08325195312,18.1,27.5,46,28,64,26,0
"pt2559",-103.128111573407,32.1220694782438,0.724629044532776,0,2891,2595.25,17.4,26.9,44,31,59,13,0
"pt2560",-102.345149392147,32.5261034743162,0.721384048461914,5951,4182,2500.41674804688,16.9,26.4,43,39,56,13,0
"pt2561",-101.561656793902,32.9258638945727,0.718169748783112,0,4924,3036.16674804688,16.3,25.8,41,51,53,15,0
"pt2562",-100.777834207242,33.32121821117,0.714988470077515,10751,5427,3432.25,16.6,26.9,40,59,50,15,0
"pt2563",-99.9938837037714,33.7120426547165,0.711773753166199,17189,5092,3065.41674804688,16.8,27.6,38,73,46,33,0
"pt2564",-99.2100086815125,34.0982223274891,0.708595156669617,5791,4879,3550.58325195312,16.8,27.9,36,81,43,22,0
"pt2565",-98.4264135380841,34.4796512837861,0.705384731292725,3782,6245,3757.16674804688,16.9,27.8,35,99,43,12,0
"pt2566",-97.6433033349923,34.8562325777905,0.70221358537674,23461,7575,4346,16.3,26.9,36,118,39,39,0
"pt2567",-96.8608834544791,35.2278782795076,0.699012219905853,75132,10034,10075.4169921875,16.3,26.8,35,131,37,36,0
"pt2568",-95.8088776773553,35.5615487697959,0.696141421794891,49187,8750,6241.91650390625,15.8,26.3,34,155,31,15,0
"pt2569",-94.7539644783343,35.8854249791091,0.693319618701935,0,10976,7278.83349609375,15.1,25.5,34,187,26,34,0
"pt2570",-93.6948962239568,36.1992309672341,0.690621852874756,55240,8490,6123.83349609375,14,24.4,35,207,21,74,0
"pt2571",-92.6307064090985,36.5027189861569,0.687904000282288,36001,9193,4365.58349609375,14.3,24.9,36,210,20,53,0
"pt2572",-91.5606451316633,36.7956591582994,0.6853147149086,56845,15702,14778.9169921875,13.1,23.9,36,235,17,61,0
"pt2573",-90.4841326176025,37.0778328624391,0.682782351970673,55714,11087,6529.25,13.2,24.3,35,258,16,67,0
"pt2574",-89.4007252564084,37.3490285006947,0.680383682250977,0,9555,5372.91650390625,13.8,25,32,253,16,16,0
"pt2575",-88.3100904425659,37.6090388178904,0.677970170974731,57345,13949,6783,13.1,23.9,32,242,17,73,0
"pt2576",-87.2119877023265,37.8576592472246,0.675770223140717,4484,14238,7988.58349609375,13.3,24.3,32,243,15,42,0
"pt2577",-86.1062543621008,38.0946869430097,0.673558175563812,30181,13379,6370.58349609375,12.9,23.8,33,243,14,75,0
"pt2578",-84.9927945334355,38.3199202785157,0.671487927436829,52583,14621,6039.41650390625,12.4,23,34,244,17,56,0
"pt2579",-83.8776263508335,38.5431520767534,0.669407248497009,8796,13401,5763.41650390625,11.7,22.4,34,242,17,39,0
"pt2580",-82.7535647965707,38.7626721606713,0.667393863201141,54514,14735,6221.58349609375,11.6,22.2,35,227,16,72,0
"pt2581",-81.6206645876959,38.9801529707945,0.665370881557465,57584,14419,5977.91650390625,11.4,22,35,240,14,108,0
"pt2582",-80.4789684660752,39.1976303887992,0.663338363170624,46690,14138,5981.08349609375,10.8,21.1,37,261,13,84,0
"pt2583",-79.3285084795979,39.4175895473818,0.661217570304871,11815,11620,5092.83349609375,8.2,18.3,34,262,13,60,0
"pt2584",-78.1714915172284,39.4175895481402,0.661217570304871,54724,15005,7397.41650390625,10.9,21.8,33,187,14,57,0
"pt2585",-77.0210315306901,39.1976303896881,0.663338363170624,48990,14640,7001.66650390625,12.1,22.9,33,234,11,33,0
"pt2586",-75.8793354090062,38.9801529718013,0.665370881557465,0,10465,4690.33349609375,12.8,23.3,33,250,11,8,0
"pt2587",-111.572720356225,26.560217198256,0.765073597431183,1752,6815,1806.66662597656,23.4,29.7,53,1,95,37,0
"pt2588",-110.047362868048,27.4326805711059,0.759231746196747,3334,4829,3614.75,25.7,32.4,53,3,109,9,0
"pt2589",-109.280521149518,27.8652083581522,0.756245613098145,103900,4615,4725.66650390625,22.9,29.1,54,27,110,156,0
"pt2590",-108.511084067722,28.2950075135425,0.753216326236725,32459,7708,6923.41650390625,18.8,24.6,54,38,103,272,0
"pt2591",-107.739191755975,28.7218893539952,0.750203430652618,17475,5653,2509.33325195312,12.9,19.7,54,30,102,151,0
"pt2592",-106.964988397139,29.1456703058418,0.747149288654327,0,3008,2098.75,13.9,21,52,21,108,33,0
"pt2593",-106.188622135555,29.566172249656,0.744115173816681,6132,3633,2007.41662597656,16,23.3,51,18,104,294,0
"pt2594",-105.410244974023,29.9832228465371,0.741041660308838,0,3026,2354.41674804688,17.5,25.9,46,8,111,46,0
"pt2595",-104.630012655623,30.3966558447682,0.737928986549377,1393,5785,2341,15.4,23.4,47,21,84,194,0
"pt2596",-103.84808453022,30.8063113656809,0.73484069108963,14287,5891,2240.33325195312,16.5,24.8,49,32,65,230,0
"pt2597",-103.064623405616,31.2120361676843,0.731715083122253,0,3057,2516.83325195312,18.2,27.8,46,33,55,11,0
"pt2598",-102.279795383428,31.6136838875395,0.728617191314697,0,3778,2763.58325195312,17.9,27.2,42,39,55,10,0
"pt2599",-101.493769679851,32.0111152580988,0.725483775138855,0,4513,2937.91674804688,17.2,26.8,41,50,52,21,0
"pt2600",-100.706718431586,32.4041983018643,0.722381353378296,0,4733,2721.75,17.3,26.8,40,68,48,18,0
"pt2601",-99.91881648734,32.7928084998602,0.719245135784149,12406,4237,3584.83325195312,18.1,27.9,38,83,44,12,0
"pt2602",-99.1302411853772,33.1768289354551,0.716143012046814,0,5852,3587.58325195312,17.5,27.9,37,95,40,16,0
"pt2603",-98.3411721177614,33.5561504129145,0.713077306747437,0,7355,4583,17.6,27.9,37,111,39,22,0
"pt2604",-97.5517908819922,33.9306715506023,0.709981024265289,0,8265,4943.83349609375,17.4,27.7,36,129,36,14,0
"pt2605",-96.7622808208718,34.3002988488899,0.706854283809662,13314,9502,6695.33349609375,16.6,27.1,35,144,34,24,0
"pt2606",-95.9728267515275,34.6649467329706,0.703838169574738,26928,9653,6693.25,16.3,26.7,34,179,30,24,0
"pt2607",-95.1836146846108,35.0245375709041,0.700794458389282,58265,11683,10332.1669921875,15.4,25.4,34,210,26,111,0
"pt2608",-94.1251672181338,35.3422380703629,0.698010146617889,26800,11018,7177.58349609375,15.8,26,37,197,21,40,0
"pt2609",-93.0637138063898,35.6499930556522,0.69541996717453,58736,9255,6648.25,14,24.1,35,252,19,101,0
"pt2610",-91.998155069228,35.9475274079126,0.692810773849487,52983,10594,6910.58349609375,14.6,25.1,36,260,18,128,0
"pt2611",-90.9276347990798,36.2345921180497,0.690255761146545,2061,8295,5009.91650390625,14.9,25.7,35,251,17,12,0
"pt2612",-89.8514872591433,36.5109554779602,0.6878302693367,0,9216,5150.08349609375,14.7,25.8,31,248,18,10,0
"pt2613",-88.7691985662328,36.7763972910079,0.685463190078735,0,14136,7691.83349609375,14.1,24.8,33,269,14,32,0
"pt2614",-87.6803780141185,37.0307050729053,0.683230459690094,25542,15418,9285,13.9,24.5,33,253,15,64,0
"pt2615",-86.5847365087289,37.2736715828408,0.681059777736664,2643,12506,5958.58349609375,13.6,24.1,34,259,14,31,0
"pt2616",-85.4820701543357,37.5050932550788,0.67895245552063,44136,15970,6429.08349609375,13.1,23.5,35,281,14,103,0
"pt2617",-84.3722476108356,37.72476924712,0.676985502243042,8384,15608,7761.16650390625,12.9,23.3,34,258,14,44,0
"pt2618",-83.26494622481,37.9466919760088,0.674932599067688,52705,15336,6007.33349609375,12,22.2,38,250,16,78,0
"pt2619",-82.1490294304379,38.1657482118994,0.672945857048035,57380,15132,6116,12.3,22.6,37,249,15,150,0
"pt2620",-81.0245439569875,38.3837267535058,0.670872509479523,42977,13428,5523.16650390625,11.5,21.4,37,254,14,148,0
"pt2621",-79.8915253594363,38.6027990697412,0.668866157531738,63511,13067,5097.58349609375,7.7,17.2,34,330,9,168,0
"pt2622",-78.7499999976677,38.8256088317916,0.666772425174713,57101,14272,5941.91650390625,11,21.3,37,173,17,107,0
"pt2623",-77.6084746373301,38.602799070601,0.668866157531738,12415,16915,10312.75,13.1,23.7,35,218,10,22,0
"pt2624",-76.475456039717,38.3837267544883,0.670872509479523,57772,16487,8711.75,13.6,24.1,31,246,11,37,0
"pt2625",-75.3509705662027,38.1657482129934,0.672945857048035,43513,13903,5816.5,13.4,23.4,32,245,14,25,0
"pt2626",-111.496335903261,25.6802477344211,0.770847976207733,0,5870,1936.08337402344,21.9,27.9,57,4,103,121,0
"pt2627",-109.214790869583,26.978076959234,0.762286782264709,46543,5478,2780.5,24.5,30.3,58,13,114,39,0
"pt2628",-108.448367648911,27.4054425988713,0.759402692317963,129455,6775,7556.66650390625,22.1,27.5,55,38,98,249,0
"pt2629",-107.679173949742,27.8298864852961,0.756476879119873,17279,6367,2890.33325195312,11.2,17.2,58,54,83,152,0
"pt2630",-106.90732603121,28.2512348373931,0.75350946187973,6252,4066,2757.5,13.9,20.2,53,17,113,12,0
"pt2631",-106.132944185518,28.6693183297328,0.75056004524231,0,NA,NA,17.6,24.6,48,16,105,55,0
"pt2632",-105.356152705311,29.0839723828105,0.747570931911469,0,5213,2383.58325195312,16,23.3,47,15,104,311,0
"pt2633",-104.577079838048,29.4950374398379,0.744603276252747,0,2850,2557.08325195312,21,29.7,47,17,90,109,0
"pt2634",-103.795857726923,29.9023592290945,0.741597771644592,2148,3233,2773.25,17.7,25.7,49,27,72,71,0
"pt2635",-103.01262233802,30.3057890109217,0.738617122173309,717,2483,3060.41674804688,16.3,24.1,49,33,63,26,0
"pt2636",-102.227513373411,30.705183808513,0.735600471496582,3622,4481,2930.5,18.3,27.1,43,37,57,62,0
"pt2637",-101.44067417,31.1004066217364,0.7325479388237,4608,4543,3853.16674804688,17.3,26.4,42,57,48,18,0
"pt2638",-100.652251584014,31.4913266233107,0.729589104652405,2252,5352,3523.5,17.9,27.1,41,69,46,31,0
"pt2639",-99.8623958610942,31.8778193367418,0.726532161235809,13139,5727,3425.83325195312,17.9,27.3,40,82,43,21,0
"pt2640",-99.0712604920735,32.2597667955198,0.723507404327393,11433,8227,5745.66650390625,17.5,27,38,106,35,16,0
"pt2641",-98.2790020545858,32.6370576831684,0.720516979694366,7071,7979,2077.75,17.9,27.8,38,127,30,70,0
"pt2642",-97.4857800407667,33.0095874538337,0.717495739459991,0,9898,7456.33349609375,17.8,27.9,36,142,32,27,0
"pt2643",-96.6917566713989,33.3772584331953,0.714511811733246,8906,7291,4353.41650390625,17.6,27.6,35,168,33,17,0
"pt2644",-95.897096696949,33.7399798995774,0.711567401885986,86227,11640,10621.75,16.9,27,35,207,27,24,0
"pt2645",-95.1019671860427,34.0976681452341,0.708595156669617,38287,8588,4565.58349609375,17,26.8,37,240,23,24,0
"pt2646",-94.3065373020182,34.4502465178775,0.705595076084137,57807,11108,8015.83349609375,15.2,25,37,287,20,62,0
"pt2647",-93.5109780682875,34.7976454426077,0.702708840370178,60104,13553,10971.9169921875,15.1,25.1,37,278,19,22,0
"pt2648",-92.446707664939,35.0992540001837,0.700153946876526,26474,NA,NA,16,26.2,36,260,18,17,0
"pt2649",-91.3793861381572,35.3907678837038,0.697651505470276,5257,8444,5253.75,15.9,26.4,34,259,19,17,0
"pt2650",-90.3080436912314,35.6719141750947,0.695203304290771,7008,8522,5509.91650390625,15.7,26.3,32,251,20,18,0
"pt2651",-89.2319224478208,35.9424442209002,0.692810773849487,0,11036,5059.25,15.1,25.5,33,254,17,27,0
"pt2652",-88.1504329902952,36.202126077872,0.690548658370972,31126,14826,6702.41650390625,14.2,24.4,36,275,14,54,0
"pt2653",-87.063122007697,36.4507394369357,0.688346087932587,7578,14964,7658.25,13.9,24.3,36,253,15,21,0
"pt2654",-85.9696479129425,36.6880722192981,0.686278522014618,3643,15381,7633.58349609375,14.1,24.2,36,280,13,56,0
"pt2655",-84.8697622455855,36.9139183146965,0.684274017810822,35914,15515,6486.33349609375,13.1,23.1,36,284,11,90,0
"pt2656",-83.7632953205549,37.1280761088605,0.682333707809448,28367,15371,9095.6669921875,12.3,22.3,38,274,13,159,0
"pt2657",-82.663794361645,37.3491229172291,0.680383682250977,57422,15247,5924,11.7,21.5,37,262,12,222,0
"pt2658",-81.5559410462877,37.568176377606,0.678348243236542,59248,14932,5845.16650390625,11,20.8,37,251,13,233,0
"pt2659",-80.4397747302607,37.7871442771923,0.676378309726715,25701,15048,7704.08349609375,10.2,20.1,38,222,13,83,0
"pt2660",-79.3153245791921,38.0083365044443,0.67439866065979,51162,18015,13489.5830078125,10.9,20.9,37,225,11,141,0
"pt2661",-78.1846754175747,38.0083365052734,0.67439866065979,35392,16512,10094.5830078125,13.3,23.4,36,232,13,31,0
"pt2662",-77.0602252664455,37.7871442781489,0.676378309726715,36479,15759,8952.75,13.9,24,35,251,11,21,0
"pt2663",-111.421147667717,24.801492045075,0.776387512683868,0,5240,2407.75,21.4,26.2,57,2,96,13,0
"pt2664",-109.15127239297,26.0928396341966,0.768146932125092,14153,4686,1099.25,24.5,30.8,57,6,114,7,0
"pt2665",-108.388341818049,26.5179908167576,0.765350103378296,25815,7052,3174.16674804688,24.4,29.9,58,20,110,32,0
"pt2666",-107.622403302244,26.9402097710786,0.762567281723022,24743,7149,3336.16674804688,20.9,25.8,57,35,93,660,0
"pt2667",-106.853549633494,27.3593314677816,0.759687304496765,18278,5425,2051.08325195312,15,20.5,59,28,104,129,0
"pt2668",-106.081877581473,27.7751945213849,0.756880939006805,8323,4547,2927.66674804688,17.3,23.8,50,14,116,38,0
"pt2669",-105.30748791529,28.1876414475596,0.753977715969086,644,3727,2396.33325195312,19.1,26.8,47,16,97,38,0
"pt2670",-104.530485410421,28.5965189113633,0.751093864440918,2668,4150,2296.33325195312,17.1,24.4,47,19,99,248,0
"pt2671",-103.750978844336,29.0016779656322,0.748171925544739,0,2572,2632.83325195312,20.4,28.6,46,19,80,17,0
"pt2672",-102.969080980298,29.4029742787549,0.745272755622864,5040,3898,2461.16674804688,18,25.2,46,34,64,439,0
"pt2673",-102.184908538879,29.8002683510899,0.742337286472321,3985,4192,2904.25,20.8,29.3,44,31,57,52,0
"pt2674",-101.398582156769,30.1934257193375,0.739427983760834,0,5578,3438.16674804688,19,27.6,42,48,52,38,0
"pt2675",-100.610226332531,30.582317148223,0.73654705286026,6828,5609,3959.66674804688,18.1,26.7,43,70,43,32,0
"pt2676",-99.8199693589949,30.9668188089035,0.733633160591125,30458,6997,4378.75,18,26.8,43,80,40,27,0
"pt2677",-99.0279432420864,31.3468124435637,0.73068642616272,4344,6567,4097.83349609375,18.2,27.3,40,105,34,22,0
"pt2678",-98.2342836059141,31.7221855157271,0.727772057056427,12386,7028,4617.33349609375,18,27.3,39,124,31,26,0
"pt2679",-97.4391295840583,32.0928313458652,0.724826514720917,77007,10652,8246,18.7,28.2,37,148,32,46,0
"pt2680",-96.6426236970548,32.4586492319545,0.721916377544403,6620,8316,5462.58349609375,18.4,28.2,36,182,29,27,0
"pt2681",-95.8449117161671,32.8195445546928,0.719043791294098,439,11294,6706.41650390625,17.7,27.4,36,211,25,20,0
"pt2682",-95.0461425136175,33.1754288671492,0.716143012046814,0,9886,5305.41650390625,17.3,27,37,235,19,17,0
"pt2683",-94.2464678995401,33.5262199686948,0.713282644748688,17334,8724,5186.08349609375,17.3,26.9,37,263,16,23,0
"pt2684",-93.446042446002,33.8718419631199,0.710464715957642,51019,11643,8062.16650390625,16.4,26.1,38,296,15,29,0
"pt2685",-92.6450232985309,34.2122253009168,0.707621395587921,48924,10160,6171.33349609375,16.4,26,38,289,16,25,0
"pt2686",-91.8435699756713,34.5473068057691,0.704823195934296,5813,7955,5808.75,16.8,26.6,34,251,19,10,0
"pt2687",-90.7740868191744,34.8327169053926,0.702425897121429,10093,10777,6983.75,16,26.3,33,253,20,13,0
"pt2688",-89.7015535680738,35.1078865479442,0.700082659721375,36484,16446,11197.3330078125,15.9,26,34,247,20,27,0
"pt2689",-88.6251142873524,35.372546123188,0.697795033454895,17382,14432,7447.5,15,25,36,257,18,21,0
"pt2690",-87.5440989592398,35.6264486546788,0.695564389228821,46233,16024,8601.5,13.8,23.7,39,273,17,27,0
"pt2691",-86.457987318547,35.8693632902932,0.693464875221252,1119,12528,5481.41650390625,14.6,24.7,37,260,15,14,0
"pt2692",-85.3663815374417,36.1010708422152,0.691425979137421,55136,16193,6161.58349609375,13.1,22.7,36,297,14,143,0
"pt2693",-84.268985351748,36.3213607384748,0.689522445201874,58186,15754,6125.75,11.3,20.9,36,310,12,203,0
"pt2694",-83.1655879258513,36.5300289573505,0.687682807445526,57154,16507,7895.66650390625,13.1,22.9,39,239,14,151,0
"pt2695",-82.0738153773377,36.7506331284916,0.685685694217682,56575,15075,5707.75,12.2,21.9,39,245,12,126,0
"pt2696",-80.9739396239744,36.9701447615615,0.683752596378326,29105,16033,5777.16650390625,11.4,21.1,39,204,13,48,0
"pt2697",-79.8659932988806,37.1905931563434,0.681809663772583,56509,15408,6386.08349609375,12.4,22.2,36,235,10,241,0
"pt2698",-78.7499999976216,37.41442930214,0.679781675338745,53273,16072,8133.25,13,23.1,37,245,11,44,0
"pt2699",-77.6340066978267,37.1905931572727,0.681809663772583,39318,17738,12812.5830078125,13.8,23.8,37,257,11,16,0
"pt2700",-76.5260603726715,36.9701447626113,0.683752596378326,28207,19535,11673.4169921875,15,24.6,32,233,17,19,0
"pt2701",-108.330137717237,25.6323159473661,0.771169364452362,32408,6887,4313.25,25,30,60,5,120,14,0
"pt2702",-107.567861854463,26.0525114484316,0.768418848514557,75120,10598,8011.83349609375,23.9,28.5,58,34,105,351,0
"pt2703",-106.802475103954,26.4696034409999,0.765681326389313,37981,7446,2361.58325195312,17.1,21.7,60,39,94,454,0
"pt2704",-106.034054330137,26.8834377545931,0.76295930147171,7928,5493,1895.5,16.3,21.5,56,18,113,160,0
"pt2705",-105.262680309899,27.293863425058,0.760141789913177,0,3269,3013.33325195312,17.9,24.5,52,14,107,36,0
"pt2706",-104.488437777112,27.7007329163366,0.757341742515564,0,5597,2526.41674804688,18,25.2,50,20,93,68,0
"pt2707",-103.711415457901,28.1039023357306,0.754561543464661,0,3051,2499.83325195312,18.5,25.4,47,23,76,24,0
"pt2708",-102.931706096092,28.50323164202,0.751744568347931,0,2556,2455.75,20.5,27.6,46,22,54,18,0
"pt2709",-102.149406468258,28.8985848458137,0.748950839042664,17760,7406,4566.75,18.8,24.7,47,28,77,77,0
"pt2710",-101.364617387842,29.2898302015357,0.746122121810913,4894,4730,3781.91674804688,21.3,29.1,42,26,69,10,0
"pt2711",-100.577443697862,29.6768403904752,0.743258535861969,55232,8109,5382.66650390625,19.4,27.5,42,66,44,87,0
"pt2712",-99.7879942517504,30.059492694359,0.740422248840332,3455,6702,4670.5,17.6,26,42,95,37,34,0
"pt2713",-98.9963818819047,30.4376691589349,0.737615585327148,35242,9388,6109,17.8,26,41,112,37,40,0
"pt2714",-98.2027233556179,30.8112567470908,0.734777271747589,29562,7366,4900.58349609375,18.1,26.9,39,138,33,29,0
"pt2715",-97.407139318074,31.1801474810665,0.731971621513367,4816,7690,4752.58349609375,18.9,28,36,171,27,11,0
"pt2716",-96.6097542221807,31.5442385733581,0.729135990142822,0,9007,4670.66650390625,19,28,38,180,26,17,0
"pt2717",-95.8106962450675,31.9034325459516,0.726335883140564,42431,10780,5871.66650390625,19,27.7,38,199,22,26,0
"pt2718",-95.0100971911504,32.2576373375658,0.723573505878448,17802,10828,5739.91650390625,18,27,38,222,18,41,0
"pt2719",-94.2080923817358,32.6067663986274,0.720784068107605,47463,13150,11077.75,18.1,27.1,38,237,15,22,0
"pt2720",-93.4048205312153,32.950738773748,0.717967689037323,53773,9569,6573.66650390625,17.3,26.6,39,265,12,30,0
"pt2721",-92.6004236099792,33.2894791715167,0.71526050567627,50250,15142,13290.0830078125,16.9,26.4,39,276,12,27,0
"pt2722",-91.7950466942599,33.6229180214708,0.712529122829437,14425,13983,9231.4169921875,16.5,26,37,278,15,24,0
"pt2723",-90.9888378031958,33.9509915181538,0.709773540496826,55202,NA,NA,16.7,26.6,34,236,20,15,0
"pt2724",-90.1819477234909,34.2736416522201,0.70713347196579,2135,14508,10288.5830078125,16.4,26.2,36,240,20,10,0
"pt2725",-89.107850762354,34.542761771171,0.704823195934296,13180,11994,5428.83349609375,15.9,25.5,38,262,20,21,0
"pt2726",-88.0307445214826,34.8015000620945,0.702638149261475,52809,16326,7138.66650390625,15.3,25,39,263,19,56,0
"pt2727",-86.949873529535,35.0495911143869,0.700581073760986,24540,12230,5221,15.2,24.9,38,274,18,40,0
"pt2728",-85.8646463822765,35.2867907095393,0.69851154088974,512,12757,5095.66650390625,14.3,23.9,37,291,16,13,0
"pt2729",-84.7746053955931,35.5128701861247,0.696573555469513,41940,17380,6789.5,14.1,23.8,38,290,15,82,0
"pt2730",-83.6794033710484,35.7276125110911,0.694697141647339,59903,17139,8613.8330078125,12.5,21.7,40,285,13,123,0
"pt2731",-82.5787856077048,35.9308095481121,0.692956209182739,59911,15924,5760.66650390625,10.6,19.5,39,282,11,193,0
"pt2732",-81.4946646027432,36.1514043556874,0.690987586975098,58033,16900,8233.25,12.7,22.1,39,277,10,172,0
"pt2733",-80.4026766142877,36.3718348146122,0.689081728458405,14093,14779,7262,13.6,23.2,38,265,10,40,0
"pt2734",-79.3028482326443,36.5942541460721,0.687092185020447,7861,11966,5177.33349609375,14.1,24.2,38,254,9,30,0
"pt2735",-78.1971517640634,36.5942541469725,0.687092185020447,10143,14385,7391.91650390625,14.2,24.1,38,251,10,24,0
"pt2736",-77.0973233823599,36.3718348156376,0.689081728458405,18719,15524,7952.91650390625,14.9,24.3,38,239,17,20,0
"pt2737",-107.514769662979,25.1664780911506,0.77414071559906,95487,10933,9144.6669921875,23.2,27.3,60,30,105,214,0
"pt2738",-106.753196109214,25.581726418605,0.771490156650543,40601,10930,7154.83349609375,15.8,19.3,59,53,79,282,0
"pt2739",-105.988427900068,25.9937146361971,0.768798887729645,39789,12886,3156.5,11.7,16.4,60,42,90,331,0
"pt2740",-105.220528786672,26.4022978004479,0.766122043132782,3671,4731,2248.25,17.4,22.5,58,13,107,65,0
"pt2741",-104.449566367068,26.8073337966824,0.763462126255035,0,3087,3015.75,18.8,25.3,53,16,92,18,0
"pt2742",-103.675612149741,27.2086835326457,0.760708510875702,0,5344,2306.08325195312,16.1,21.7,51,25,81,475,0
"pt2743",-102.898741609183,27.6062111275193,0.758031010627747,0,3471,2496.41674804688,19.2,25.4,48,24,64,30,0
"pt2744",-102.119034232873,27.9997840958246,0.755318105220795,736,6397,3672.5,19.5,25.6,49,29,67,261,0
"pt2745",-101.336573559107,28.3892735257136,0.752569973468781,15420,7156,3739.25,20.9,28.3,44,28,73,27,0
"pt2746",-100.551447205115,28.774554251156,0.749846279621124,1227,7698,4497.75,21.7,29.9,40,58,55,6,0
"pt2747",-99.7637468849163,29.1555050175457,0.747089028358459,4452,7014,5058.41650390625,20.5,28.4,41,84,41,17,0
"pt2748",-98.9735684164186,29.5320086402667,0.744359314441681,92882,10395,9320.75,19.8,27.7,41,122,34,39,0
"pt2749",-98.1810117172759,29.903952155773,0.741597771644592,103562,10818,8319.9169921875,19.2,27.4,39,159,30,96,0
"pt2750",-97.3861807890731,30.2712269647601,0.738866925239563,4895,9588,4936.08349609375,19.9,28.3,38,167,31,16,0
"pt2751",-96.5891836894437,30.6337289670222,0.736105740070343,9659,11272,6457.25,20.2,28.7,39,191,26,38,0
"pt2752",-95.7901324917768,30.9913586876175,0.733441948890686,76825,11618,6214.33349609375,19.4,28,39,226,19,16,0
"pt2753",-94.9891432322252,31.344021393983,0.73068642616272,48072,11559,9157.5,18.9,27.5,40,240,15,37,0
"pt2754",-94.1863358437791,31.6916272036719,0.728032350540161,38912,14276,11365.9169921875,17.9,26.7,40,267,14,33,0
"pt2755",-93.3818340772391,32.0340911824117,0.725286722183228,19020,12105,4493.25,18,26.9,40,259,16,8,0
"pt2756",-92.5757654089826,32.3713334322118,0.722646653652191,43906,11153,6918.25,17.8,26.7,40,269,17,25,0
"pt2757",-91.7682609354893,32.7032791692807,0.719982147216797,1033,8050,4984.83349609375,17.8,27,38,250,20,8,0
"pt2758",-90.9594552546653,33.029858791546,0.717360734939575,0,8296,6195.5,17.5,26.8,36,236,21,8,0
"pt2759",-90.149486334078,33.3510079356029,0.714716196060181,12231,15388,9418.5,17.1,26.4,38,247,21,55,0
"pt2760",-89.3384953662913,33.6666675229548,0.712185978889465,4219,10905,5002.16650390625,16.6,25.8,40,256,21,14,0
"pt2761",-88.5266266115693,33.9767837954417,0.709565877914429,51519,16999,10900.8330078125,16.6,26,38,255,20,22,0
"pt2762",-87.4485008708469,34.2295368834958,0.707482099533081,33800,18827,13461.6669921875,15.2,24.7,39,289,18,29,0
"pt2763",-86.3674406288253,34.4717719917896,0.705454885959625,31711,15434,7893.91650390625,15.6,25.1,39,270,19,100,0
"pt2764",-85.2827793334292,34.7032286262426,0.703485667705536,22671,16354,8932.8330078125,14.8,24.4,39,287,17,25,0
"pt2765",-84.1939959673357,34.9236662073475,0.701646625995636,59385,16727,6317.66650390625,12.8,21.9,41,334,14,76,0
"pt2766",-83.1006893801538,35.1328591700552,0.699868857860565,69167,16461,7264.58349609375,10.3,18.8,39,472,7,280,0
"pt2767",-82.0025583843541,35.3305934931474,0.698153436183929,58614,19339,11301.75,15.1,24.4,40,304,9,60,0
"pt2768",-80.9260079363266,35.5516120614904,0.696213483810425,55135,15818,5291.5,14.8,24.3,39,267,10,36,0
"pt2769",-79.8418147247388,35.7734215371338,0.694335103034973,31730,17283,6830.91650390625,15.2,24.8,37,252,12,54,0
"pt2770",-78.7499999975762,35.9983013483697,0.692374050617218,31688,17325,8500.9169921875,14.9,24.6,38,246,13,29,0
"pt2771",-77.6581852719096,35.7734215381336,0.694335103034973,7830,14142,6168.16650390625,15.5,24.8,39,230,19,19,0
"pt2772",-76.573992060261,35.5516120626085,0.696213483810425,40368,13565,5559,16.3,25.3,36,254,23,15,0
"pt2773",-109.714749798598,23.0229273077241,0.787116885185242,NA,NA,NA,NA,NA,NA,NA,NA,-1,0
"pt2774",-107.462521705601,24.2818277580856,0.779624581336975,NA,NA,NA,NA,NA,NA,NA,NA,11,0
