"ptID","Lon","Lat","A","TREE_DENS","GPP","ET","ANN_T","WARM_T","ISO_T","MIN_P","P_SEAS","ALT_DIF","ISLAND"
"pt7513",23.38114,-7.141902,0.8481939,28185,16699,10300.08,23.2,23.5,75,41,63,43,0
"pt7514",23.76226,-6.350968,0.849573,6554,12647,5921.417,24.8,25.3,78,52,59,38,0
"pt7515",24.14303,-5.559526,0.8507908,51040,26962,12309.75,24.5,25,79,76,56,58,0
"pt7516",24.52367,-4.767502,0.8518472,7626,9308,5861.25,25,25.6,80,103,52,117,0
"pt7517",24.90439,-3.974832,0.8527421,29163,17761,10059.08,25.4,25.9,82,121,48,27,0
"pt7518",25.2854,-3.181458,0.8534822,47584,26997,12585,25.2,25.7,86,140,45,12,0
"pt7519",25.66689,-2.387331,0.8540518,38608,27724,13487.33,24.9,25.3,88,148,46,32,0
"pt7520",26.04907,-1.592406,0.8544594,47397,26164,12606.75,24.5,25,88,247,36,50,0
"pt7521",26.43212,-0.7966411,0.8547068,22110,28385,14401.67,24.4,24.9,89,329,27,39,0
"pt7522",26.81623,-1.235891e-09,0.8547885,47151,27727,14116.08,23.8,24.4,89,332,25,43,0
"pt7523",27.22039,0.7981696,0.8547066,44339,27342,13659.75,24.3,24.9,86,267,29,44,0
"pt7524",27.62436,1.598867,0.8544591,42724,27763,13993.83,24.6,25.2,83,240,31,79,0
"pt7525",28.02759,2.402714,0.854041,32399,26999,14033,24.2,24.9,82,224,34,30,0
"pt7526",28.42939,3.210437,0.853454,40581,26052,13301.75,24.8,25.8,79,146,43,26,0
"pt7527",28.82883,4.022882,0.8526983,41677,16472,12700.42,24.6,25.6,76,79,54,21,0
"pt7528",29.22472,4.84105,0.8517635,28616,16999,14262,24.8,26.1,73,44,62,30,0
"pt7529",29.61553,5.666121,0.8506447,30565,12604,9659.667,26.1,27.6,71,17,71,19,0
"pt7530",29.99923,6.499501,0.8493367,4301,9964,7514.75,27,28.6,70,5,80,10,0
"pt7531",30.37321,7.342873,0.8478186,133628,8660,6662.5,27,28.6,70,1,89,12,0
"pt7532",30.73402,8.19826,0.8461151,11227,8991,5406.667,27.4,29.1,69,0,96,9,0
"pt7533",31.2612,8.939973,0.8444775,95757,9136,8401.083,27.8,29.8,68,0,99,13,0
"pt7534",31.95429,9.565701,0.8429883,7976,7035,8200.917,28,30.3,65,0,102,8,0
"pt7535",32.63322,10.19953,0.8413775,2099,6767,8537.25,28.1,30.4,67,0,102,12,0
"pt7536",33.30128,10.83881,0.8396413,10446,7086,6696.167,27.9,30.3,67,0,101,9,0
"pt7537",33.96118,11.48149,0.8378004,17837,7423,7594.333,25.3,27.9,67,1,103,256,0
"pt7538",34.61516,12.126,0.8358291,6331,5503,7062.917,28,30.9,65,0,120,7,0
"pt7539",35.26512,12.77111,0.8337781,21042,6881,7152.833,28.6,31,69,0,122,9,0
"pt7540",35.91266,13.41585,0.8316231,1215,3857,5627.75,28,30.5,71,0,123,15,0
"pt7541",36.55914,14.05943,0.8293343,4589,3023,5868.667,28.3,30.6,71,0,130,15,0
"pt7542",37.20576,14.70124,0.8269708,0,2915,5199.5,25.7,28.3,68,0,136,71,0
"pt7543",15.24906,-25.29912,0.773302,0,NA,NA,15.7,18.5,63,4,75,59,0
"pt7544",15.69703,-24.59552,0.7776847,0,2268,1935.167,17.8,20.9,65,2,101,25,0
"pt7545",16.13066,-23.88306,0.7820017,0,2947,1905,15.1,19,62,3,122,302,0
"pt7546",16.5493,-23.16341,0.7862968,0,4090,1955.917,16.6,20.7,61,1,110,59,0
"pt7547",16.95236,-22.43824,0.7904664,0,4426,2421.167,19.3,23.1,61,3,108,177,0
"pt7548",17.33936,-21.70926,0.7945097,0,4922,3207.25,19.2,23,61,2,104,12,0
"pt7549",17.7099,-20.97816,0.7984705,0,4997,3398.667,20.2,23.9,60,2,102,9,0
"pt7550",18.06365,-20.24662,0.8023009,5489,5003,2795.583,20.9,24.6,58,2,107,7,0
"pt7551",18.40037,-19.51629,0.805959,11317,6044,3384.417,21.1,24.9,55,1,106,10,0
"pt7552",18.71992,-18.78875,0.8095285,9854,8450,4910.833,22.1,25.6,57,0,103,10,0
"pt7553",19.02221,-18.06554,0.8129275,7735,9158,4554.75,22.5,25.7,58,1,103,8,0
"pt7554",19.30726,-17.34809,0.81616,6820,9873,5311.583,22.1,25.2,58,1,104,10,0
"pt7555",19.57513,-16.63777,0.81923,15105,11730,6183.25,21.4,24.4,58,1,104,10,0
"pt7556",19.82597,-15.93582,0.8221415,13548,11078,5661.5,20.7,23.5,59,1,106,11,0
"pt7557",20.25165,-15.12423,0.8253838,20258,13909,8128.25,20.6,22.9,62,0,109,27,0
"pt7558",20.665,-14.31871,0.8283981,25285,24356,12503.5,20.2,22.2,65,0,104,24,0
"pt7559",21.0698,-13.51736,0.8312518,22077,15077,8903.5,20,21.8,67,1,98,32,0
"pt7560",21.46836,-12.71889,0.8339443,9726,9768,5161.583,19.8,21.3,67,1,91,12,0
"pt7561",21.86226,-11.92243,0.836475,6570,6733,4930.333,20.5,21.9,68,2,89,7,0
"pt7562",22.25256,-11.12734,0.8388197,32376,24948,11764.67,21.8,23.2,69,4,88,30,0
"pt7563",22.64007,-10.33317,0.8410053,37333,12553,5684.25,22.8,24.1,69,3,85,14,0
"pt7564",23.02538,-9.539562,0.8430517,40113,16248,11105.08,23.1,24,70,3,83,36,0
"pt7565",23.40899,-8.74626,0.8449159,38788,12322,5132,22.4,23.1,72,12,77,19,0
"pt7566",23.79129,-7.953051,0.8466199,37364,16987,12438.33,22.8,23.2,75,27,70,31,0
"pt7567",24.17263,-7.159767,0.8481632,31752,16956,11317.33,24.4,24.8,76,39,65,19,0
"pt7568",24.55332,-6.366272,0.8495455,18270,16032,9319.917,23.9,24.3,79,42,63,47,0
"pt7569",24.93362,-5.572452,0.8507788,14619,14590,7634.5,24.6,25.1,79,65,58,69,0
"pt7570",25.31379,-4.778211,0.851837,18447,18743,12164,25.1,25.6,80,81,53,34,0
"pt7571",25.69405,-3.983467,0.8527336,35316,26209,11383.75,25.4,25.9,81,104,51,32,0
"pt7572",26.07463,-3.18815,0.8534753,45377,27286,12985,25.2,25.6,85,144,46,51,0
"pt7573",26.45575,-2.392197,0.8540466,46878,26579,12756.08,24.5,24.8,88,219,43,44,0
"pt7574",26.8376,-1.595554,0.8544594,45651,26307,12572.5,23.5,23.8,89,280,32,234,0
"pt7575",27.22039,-0.7981696,0.8547068,48845,27189,12815.42,23.1,23.5,90,335,24,196,0
"pt7576",27.60432,-1.243637e-09,0.8547885,21335,29091,14258.25,24.1,24.6,90,300,23,29,0
"pt7577",28.00703,0.7997763,0.8547066,44153,28097,13969.67,24.7,25.2,86,248,27,28,0
"pt7578",28.40927,1.602345,0.8544556,43078,27370,13826.92,24.1,24.7,83,237,30,36,0
"pt7579",28.81041,2.408364,0.854041,24381,26978,14217.5,24.3,25.1,82,193,36,27,0
"pt7580",29.20966,3.218601,0.853447,37851,16465,11540.58,24.2,25.2,80,130,45,29,0
"pt7581",29.60601,4.03395,0.8526809,41897,14644,11272.08,24.5,25.9,78,79,56,27,0
"pt7582",29.99814,4.855467,0.8517426,23325,14504,10508.5,25.3,26.7,74,39,64,93,0
"pt7583",30.38433,5.684396,0.8506081,28843,11919,8892,26.7,28.2,73,14,72,20,0
"pt7584",30.7624,6.522219,0.8492947,15657,10933,8817.333,26.8,28.1,72,6,78,19,0
"pt7585",31.12946,7.370703,0.8477711,90744,11240,8392.75,27,28.5,70,3,86,8,0
"pt7586",31.48175,8.231971,0.8460445,38441,7194,6026.5,27.6,29.3,68,1,95,11,0
"pt7587",32.18348,8.850077,0.8446875,82282,9436,6609.75,27.9,29.9,66,0,98,9,0
"pt7588",32.86966,9.477607,0.8431926,72243,5638,6284.083,28.1,30.2,66,0,97,8,0
"pt7589",33.54376,10.11165,0.8415953,10848,7748,7570.333,28,30.4,67,1,93,9,0
"pt7590",34.20864,10.74996,0.8398957,30862,7263,6826.583,27.2,29.8,68,1,95,37,0
"pt7591",34.86668,11.3908,0.8380698,14922,8660,7308.25,27.6,30.2,67,0,109,14,0
"pt7592",35.51986,12.03282,0.8361393,24018,8905,9913.583,27.4,29.6,69,0,115,16,0
"pt7593",36.16989,12.67494,0.8341046,17055,9825,9483.583,27.6,29.3,75,0,117,276,0
"pt7594",36.8182,13.31629,0.8319658,10247,8113,7603.083,27.4,29.5,73,0,123,37,0
"pt7595",37.46603,13.95619,0.8297232,0,5487,7678.333,26.6,29.5,69,3,129,20,0
"pt7596",15.31721,-26.71286,0.7640803,0,NA,NA,15.7,17.8,61,3,38,31,0
"pt7597",15.77863,-26.01869,0.7686413,0,3017,1751.917,15.5,18.9,58,6,82,85,0
"pt7598",16.22754,-25.31518,0.7731962,0,2225,1979,15.6,19.6,59,6,100,204,0
"pt7599",16.66343,-24.60355,0.7776332,0,1884,2321.417,16.1,20.4,59,2,118,36,0
"pt7600",17.08585,-23.88507,0.7820017,0,2988,2538.417,18.7,23.8,56,1,115,14,0
"pt7601",17.49443,-23.16104,0.7862968,0,3936,2318.417,19.6,24.2,57,2,103,23,0
"pt7602",17.88881,-22.43276,0.7905136,0,4328,2402.333,18.9,23.3,58,4,95,19,0
"pt7603",18.26873,-21.70154,0.7945555,0,4891,2473.5,18.6,22.7,58,2,95,16,0
"pt7604",18.63394,-20.9687,0.7985148,0,5760,3344,19.9,23.9,58,5,97,11,0
"pt7605",18.98427,-20.23551,0.8023437,0,5840,3495,20.8,24.7,57,1,103,8,0
"pt7606",19.31962,-19.50325,0.8060417,8941,7074,4216.417,21.5,25.2,56,0,107,22,0
"pt7607",19.6399,-18.77315,0.809608,9715,7544,4340.583,21.8,25.4,56,0,107,30,0
"pt7608",19.9451,-18.0464,0.8130041,7007,9157,4954,22,25.4,56,0,109,8,0
"pt7609",20.23525,-17.32412,0.8162705,16703,8772,5387.833,21.6,24.8,57,0,107,9,0
"pt7610",20.51042,-16.60741,0.8193714,11075,10229,5262.083,21,24,58,0,107,10,0
"pt7611",20.77072,-15.89726,0.8223109,9518,10179,5477.75,20.7,23.5,58,0,110,22,0
"pt7612",21.0163,-15.19463,0.825093,22036,14684,9332.333,20.6,23.2,60,0,109,16,0
"pt7613",21.43767,-14.38024,0.8281838,23891,15570,10180.08,20.4,23,63,0,104,63,0
"pt7614",21.84792,-13.5714,0.8310782,14957,11011,5556.75,19.8,21.8,66,1,97,10,0
"pt7615",22.25023,-12.76651,0.8337807,24213,9590,5292.083,18.9,20.4,68,2,89,6,0
"pt7616",22.64666,-11.96447,0.8363472,14685,7085,5559.417,20.5,22,67,2,91,8,0
"pt7617",23.03865,-11.16446,0.8387243,26128,15931,10000.58,21.2,22.5,67,3,91,29,0
"pt7618",23.42724,-10.3659,0.8409387,16402,20428,7704.75,22.3,23.5,67,4,86,23,0
"pt7619",23.81321,-9.568358,0.8429697,29835,17707,12772.33,22.9,23.9,68,3,86,46,0
"pt7620",24.19715,-8.771489,0.8448595,27686,14776,9798.75,22.6,23.3,69,10,79,38,0
"pt7621",24.57957,-7.975027,0.8465685,34423,15170,9308.833,22.3,22.9,71,23,73,43,0
"pt7622",24.96087,-7.17876,0.8481323,27418,13794,8666.917,22.8,23.1,76,24,72,53,0
"pt7623",25.34141,-6.382515,0.8495318,9658,16172,11528.58,23.4,23.7,78,29,68,25,0
"pt7624",25.7215,-5.586148,0.8507548,20192,15423,9753.5,25,25.4,78,48,60,46,0
"pt7625",26.10143,-4.789541,0.8518267,29832,18654,13575,25.5,26,78,64,57,34,0
"pt7626",26.48144,-3.992591,0.852725,19561,27559,13310,24.9,25.3,83,100,52,68,0
"pt7627",26.86178,-3.195211,0.8534684,21549,28188,13804.08,24.5,24.7,86,167,45,33,0
"pt7628",27.24268,-2.397325,0.8540466,45877,26629,12504,23.4,23.5,87,250,37,158,0
"pt7629",27.62436,-1.598867,0.8544594,45466,26932,12386.25,23,23.3,90,267,29,100,0
"pt7630",28.00703,-0.7997763,0.854705,46752,27197,12783.83,22.7,23,90,311,21,118,0
"pt7631",28.39091,-1.251756e-09,0.8547885,42772,28139,13524.83,23.2,23.6,90,266,22,88,0
"pt7632",28.79197,0.8014611,0.8547049,42543,28895,14465.75,24.1,24.5,87,235,27,43,0
"pt7633",29.19224,1.605988,0.8544556,41611,28292,14122.5,23.8,24.4,83,217,30,31,0
"pt7634",29.59103,2.414275,0.8540358,45972,26773,14209.33,21.9,22.7,82,184,36,184,0
"pt7635",29.98745,3.227131,0.8534401,22747,17655,11748.42,23.8,24.9,80,110,48,116,0
"pt7636",30.38037,4.045501,0.8526722,33791,16236,13063.83,24.5,25.9,75,58,58,22,0
"pt7637",30.76835,4.870496,0.8517217,31219,13017,10027.5,26.1,27.7,73,25,67,28,0
"pt7638",31.14951,5.703425,0.8505836,20273,11275,9254.833,27.2,28.8,73,13,70,17,0
"pt7639",31.52144,6.545846,0.8492525,76924,10915,8920.5,27.2,28.7,73,9,75,10,0
"pt7640",31.88102,7.399611,0.8477235,126798,8469,6877.75,27.5,29.2,70,6,85,10,0
"pt7641",32.40795,8.137988,0.8462379,70035,9885,8486.417,27.8,29.7,67,4,91,10,0
"pt7642",33.10174,8.75876,0.8448766,83457,9101,7767.917,27.6,29.8,63,3,93,7,0
"pt7643",33.78222,9.387171,0.8434153,14979,8980,8388.333,27.6,29.8,65,2,89,12,0
"pt7644",34.45239,10.02077,0.8418328,23437,12070,10665.5,25,27.5,67,3,90,267,0
"pt7645",35.11477,10.65766,0.840148,27498,11333,10540.17,26.8,29.2,68,1,100,23,0
"pt7646",35.77145,11.29634,0.8383371,32976,12474,11423.33,25.1,27.2,69,2,110,30,0
"pt7647",36.42421,11.93562,0.8364215,74151,10850,7843.833,25.2,27,72,1,116,87,0
"pt7648",37.07457,12.57457,0.8344285,12276,10324,5156,17.6,19.5,71,17,112,58,0
"pt7649",37.72385,13.21241,0.8323059,40645,9431,4965,21,23.3,72,6,126,376,0
"pt7650",15.85391,-27.43177,0.7592372,0,NA,NA,15,17.6,60,6,46,62,0
"pt7651",16.31494,-26.73641,0.7639133,0,2766,1805.083,13.8,18.4,53,11,50,22,0
"pt7652",16.76426,-26.03261,0.768587,0,2945,1881.167,15.4,20.4,54,5,112,80,0
"pt7653",17.20154,-25.32134,0.7731434,0,3487,2311.083,17.1,22.3,55,2,117,23,0
"pt7654",17.62648,-24.60362,0.7776332,0,2884,2672.583,20.3,26.2,54,1,114,14,0
"pt7655",18.03881,-23.88045,0.7820519,0,2831,2723.833,19.8,25.4,55,2,107,9,0
"pt7656",18.43832,-23.15289,0.7863455,0,3548,2661.167,19.6,24.3,57,5,92,12,0
"pt7657",18.82482,-22.42197,0.7905608,0,4617,2393.333,19.2,24,56,3,88,10,0
"pt7658",19.19817,-21.68875,0.7946469,0,5553,2549.5,19.5,23.9,57,2,94,29,0
"pt7659",19.55824,-20.95425,0.7986032,0,6064,3551.833,20.4,24.5,57,1,98,14,0
"pt7660",19.90497,-20.21949,0.8024292,0,5966,2819,21.2,25.1,57,0,105,8,0
"pt7661",20.23831,-19.48549,0.8061242,5342,6840,4026.417,21.4,25,56,0,110,8,0
"pt7662",20.55825,-18.75322,0.8096876,9076,7071,4215.917,21.7,25.2,56,0,109,10,0
"pt7663",20.86481,-18.02363,0.8131189,12470,7565,4482.333,21.8,25.2,56,0,110,6,0
"pt7664",21.15804,-17.29763,0.8163808,10307,10213,5919,21.5,24.6,57,0,108,10,0
"pt7665",21.43802,-16.5761,0.8194773,15189,9531,5034.417,21.5,24.4,57,0,109,9,0
